"Id","AthleteId","RecruitType","Year","Ranking","Name","School","CommittedTo","Position","Height","Weight","Stars","Rating","City","StateProvince","Country","HometownInfo Latitude","HometownInfo Longitude","HometownInfo FipsCode"
"71476","4431503","HighSchool","2021","23","Damon Payne","Belleville","Alabama","DT","75","297","5","0.9873","Belleville","MI","USA","42.2048414","-83.4852106","17163"
"71479","4433970","HighSchool","2021","24","J.J. McCarthy","IMG Academy","Michigan","PRO","75","190","5","0.9868","La Grange Park","IL","USA","41.8333646","-87.8677324","17031"
"71477","4431570","HighSchool","2021","25","Xavian Sorey","IMG Academy","Georgia","OLB","75","214","5","0.9865","Bradenton","FL","USA","27.4989278","-82.5748194","12081"
"71491","","HighSchool","2021","26","Jacorey Brooks","IMG Academy","Alabama","WR","75","185","5","0.9863","Bradenton","FL","USA","27.4989278","-82.5748194","12081"
"71482","4433971","HighSchool","2021","27","Kyle McCord","St. Joseph's","Ohio State","PRO","75","215","5","0.986","Philadelphia","PA","USA","39.9527237","-75.1635262","42101"
"71484","4875178","HighSchool","2021","28","Jason Marshall","Miami Palmetto","Florida","CB","74","180","5","0.9856","Miami","FL","USA","25.7742658","-80.1936589","12086"
"71485","4431539","HighSchool","2021","29","Sage Ryan","Lafayette Christian Academy","LSU","S","71","193","5","0.9852","Lafayette","LA","USA","30.2240897","-92.0198427","22055"
"71489","4432764","HighSchool","2021","30","Keeshawn Silver","Rocky Mount","North Carolina","SDE","78","275","5","0.9842","Rocky Mount","NC","USA","35.9423833","-77.7956949","37127"
"71487","4431545","HighSchool","2021","31","Will Shipley","Weddington","Clemson","APB","71","198","5","0.984","Matthews","NC","USA","35.1170873","-80.723718","37119"
"71488","4432804","HighSchool","2021","31","Shemar Turner","DeSoto","Texas A&M","SDE","75","282","5","0.985","DeSoto","TX","USA","32.6061241","-96.865612653687","48113"
"71490","4431519","HighSchool","2021","32","Barrett Carter","North Gwinnett","Clemson","OLB","73","220","5","0.9836","Suwanee","GA","USA","34.0514898","-84.0712997","13135"
"71483","","HighSchool","2021","33","Camar Wheaton","Lakeview Centennial","Alabama","RB","71","190","5","0.9836","Garland","TX","USA","32.912624","-96.6388833","48113"
"71486","4431573","HighSchool","2021","34","Smael Mondon","Paulding County","Georgia","OLB","75","220","5","0.9835","Dallas","GA","USA","33.9237141","-84.8407732","13223"
"71492","4431595","HighSchool","2021","35","Kingsley Suamataia","Orem","Oregon","OT","77","280","4","0.9831","Orem","UT","USA","40.2971825","-111.694943","49049"
"71498","4432777","HighSchool","2021","36","Jeremiah Trotter Jr.","St. Joseph's","Clemson","ILB","72","210","4","0.9819","Philadelphia","PA","USA","39.9527237","-75.1635262","42101"
"71500","4432765","HighSchool","2021","37","Clayton Smith","Texas High","Oklahoma","WDE","76","220","4","0.9814","Texarkana","TX","USA","33.44628645","-94.07638067493534","48037"
"71494","4432655","HighSchool","2021","38","Tunmise Adeleye","Tompkins","Texas A&M","SDE","75","245","4","0.9813","Katy","TX","USA","29.7857853","-95.8243956","48157"
"71496","4432774","HighSchool","2021","39","Ty Thompson","Mesquite","Oregon","PRO","76","215","4","0.9808","Gilbert","AZ","USA","33.3527632","-111.7890373","04013"
"71493","4431280","HighSchool","2021","40","Troy Franklin","Menlo-Atherton","Oregon","WR","74","170","4","0.981","Menlo Park","CA","USA","37.4519671","-122.1779927","06081"
"71501","4431536","HighSchool","2021","41","Donovan Edwards","West Bloomfield","Michigan","RB","71","190","4","0.9808","West Bloomfield","MI","USA","42.5679","-83.3733","36069"
"71499","4875852","HighSchool","2021","42","Mario Williams","Plant City","Oklahoma","WR","71","178","4","0.9799","Plant City","FL","USA","28.01806015","-82.11848198507127","12057"
"71495","4431194","HighSchool","2021","43","Billy Bowman","Ryan","Oklahoma","ATH","70","175","4","0.9801","Denton","TX","USA","33.2150386","-97.1330516","48121"
"71513","4567774","HighSchool","2021","44","Agiye Hall","Bloomingdale","Alabama","WR","75","190","4","0.9789","Valrico","FL","USA","27.9484265","-82.23621545220522","12057"
"71497","4432718","HighSchool","2021","45","LJ Johnson","Cy-Fair","Texas A&M","RB","70","204","4","0.9781","Cypress","TX","USA","29.9691116","-95.6971686","48201"
"71505","4432694","HighSchool","2021","46","JoJo Earle","Aledo","Alabama","WR","69","170","4","0.9763","Aledo","TX","USA","32.69900905","-97.60396629774493","48367"
"71503","4432703","HighSchool","2021","47","Jake Garcia","Grayson","Miami","PRO","74","195","4","0.9763","Loganville","GA","USA","33.8389977","-83.9007382","13297"
"71502","4431247","HighSchool","2021","48","Raesjon Davis","Mater Dei","USC","OLB","73","215","4","0.9748","Santa Ana","CA","USA","33.7494951","-117.8732213","06059"
"71504","4431403","HighSchool","2021","49","Jakailin Johnson","DeSmet","Ohio State","CB","73","175","4","0.9747","Saint Louis","MO","USA","38.6264178","-90.1998378","29510"
"71563","4592837","HighSchool","2021","50","Terrion Arnold","John Paul II Catholic","Alabama","S","72","180","4","0.9746","Tallahassee","FL","USA","30.4380832","-84.2809332","12073"
"71512","4432725","HighSchool","2021","51","Deontae Lawson","Mobile Christian School","Alabama","ILB","75","225","4","0.9746","Mobile","AL","USA","30.6943566","-88.0430541","01097"
"71506","4600415","HighSchool","2021","52","Mike Hall","Streetsboro","Ohio State","DT","75","290","4","0.9744","Streetsboro","OH","USA","41.239223","-81.345941","39133"
"71507","4431578","HighSchool","2021","53","Landon Tengwall","Good Counsel","Penn State","OT","78","300","4","0.974","Olney","MD","USA","39.1532123","-77.0668408","24031"
"71509","4432699","HighSchool","2021","54","Blake Fisher","Avon","Notre Dame","OT","77","336","4","0.9739","Avon","IN","USA","39.7628227","-86.3997168","18063"
"71514","4431452","HighSchool","2021","55","Drake Maye","Myers Park","North Carolina","PRO","77","210","4","0.9725","Charlotte","NC","USA","35.2272","-80.843083","37119"
"71510","4432775","HighSchool","2021","56","Dont'e Thornton","Mount Saint Joseph","Oregon","WR","76","185","4","0.9721","Baltimore","MD","USA","39.2908816","-76.610759","24510"
"71511","4431542","HighSchool","2021","57","Terrence Ferguson","Peach County","Alabama","OG","76","300","4","0.9721","Fort Valley","GA","USA","32.5537585","-83.8874084","13225"
"71655","4570039","HighSchool","2021","58","Keanu Koht","Vero Beach","Alabama","WDE","76","215","4","0.9717","Vero Beach","FL","USA","27.6387163","-80.3975399","12061"
"71517","4431593","HighSchool","2021","59","Rocco Spindler","Clarkston","Notre Dame","OG","76","315","4","0.9715","Clarkston","MI","USA","42.735863","-83.4188304","26125"
"71516","4431196","HighSchool","2021","60","Jake Briningstool","Ravenwood","Clemson","TE","77","215","4","0.9715","Brentwood","TN","USA","36.0325687","-86.7825235","47187"
"71533","","HighSchool","2021","61","Xavier Worthy","Central East","Michigan","WR","73","160","4","0.9714","Fresno","CA","USA","36.7295295","-119.70886126075588","06019"
"71518","4432729","HighSchool","2021","62","Tywone Malone","Bergen Catholic","Ole Miss","DT","75","300","4","0.9709","Oradell","NJ","USA","40.9543943","-74.0308504","34003"
"71519","4432671","HighSchool","2021","62","Savion Byrd","Duncanville","Oklahoma","OT","77","295","4","0.9716","Duncanville","TX","USA","32.6518004","-96.9083366","48113"
"75277","4432671","HighSchool","2021","63","Savion Byrd","Duncanville","Oklahoma","OG","77","295","4","0.9708","Duncanville","TX","USA","32.6518004","-96.9083366","48113"
"71515","4873169","HighSchool","2021","64","Derrick Davis Jr.","Gateway","LSU","S","73","194","4","0.9708","Monroeville","PA","USA","40.4211798","-79.7881025","42003"
"71529","4431276","HighSchool","2021","65","Bryce Foster","Taylor","Texas A&M","OG","76","330","4","0.9705","Katy","TX","USA","29.7857853","-95.8243956","48157"
"71520","4432738","HighSchool","2021","66","Micah Morris","Camden County","Georgia","OT","76","316","4","0.97","Kingsland","GA","USA","30.7999563","-81.6898261","13039"
"71521","4431586","HighSchool","2021","67","Demeioun Robinson","Quince Orchard","Maryland","WDE","75","220","4","0.9699","Gaithersburg","MD","USA","39.1434406","-77.2013705","24031"
"71560","4689114","HighSchool","2021","68","Jaxson Dart","Corner Canyon","USC","PRO","75","210","4","0.9695","Draper","UT","USA","40.5246711","-111.8638226","49035"
"71527","4873170","HighSchool","2021","69","Deion Smith","Jackson Academy","LSU","WR","73","172","4","0.9692","Jackson","MS","USA","32.2990384","-90.1847691","28049"
"71522","4431513","HighSchool","2021","70","Tyler Buchner","Helix","Notre Dame","DUAL","74","205","4","0.9685","La Jolla","CA","USA","32.83259","-117.2716839","06073"
"71526","4431549","HighSchool","2021","71","Nyland Green","Newton","Georgia","CB","74","183","4","0.9684","Covington","GA","USA","33.5967815","-83.8601827","13217"
"71524","4596480","HighSchool","2021","72","Jordan Hancock","North Gwinnett","Ohio State","CB","73","170","4","0.9681","Suwanee","GA","USA","34.0514898","-84.0712997","13135"
"71530","","HighSchool","2021","73","Jeremiah Williams","Ramsay","Florida","WDE","75","224","4","0.967","Birmingham","AL","USA","33.5206824","-86.8024326","01073"
"71525","4587702","HighSchool","2021","74","Christian Leary","Edgewater","Alabama","WR","69","190","4","0.9673","Orlando","FL","USA","28.5421109","-81.3790304","12095"
"71528","4431580","HighSchool","2021","75","Miller Moss","Bishop Alemany","USC","PRO","74","197","4","0.9665","Mission Hills","CA","USA","34.687584","-120.43901754304565","06083"
"71508","4431508","HighSchool","2021","76","Dylan Brooks","Handley","Auburn","WDE","77","250","4","0.966","Roanoke","AL","USA","33.1512313","-85.3721709","01111"
"71531","4433964","HighSchool","2021","77","Ethan Calvert","Oaks Christian","Utah","ILB","75","230","4","0.9653","Westlake Village","CA","USA","34.1460234","-118.8061794","06037"
"71532","4431334","HighSchool","2021","78","Chris Hilton","Zachary","LSU","WR","71","169","4","0.9648","Zachary","LA","USA","30.6485191","-91.1564961","22033"
"71534","4431619","HighSchool","2021","79","Ceyair Wright","Loyola","USC","CB","73","175","4","0.9638","Los Angeles","CA","USA","34.0536909","-118.2427666","06037"
"71537","4431551","HighSchool","2021","80","Lee Hunter","Blount","Auburn","DT","77","292","4","0.9638","Eight Mile","AL","USA","30.7635213","-88.126946","01097"
"71535","4432734","HighSchool","2021","81","Jalen Milroe","Tompkins","Alabama","DUAL","75","206","4","0.9633","Katy","TX","USA","29.7857853","-95.8243956","48157"
"71538","4432757","HighSchool","2021","82","Evan Pryor","William Amos Hough","Ohio State","APB","70","190","4","0.963","Cornelius","NC","USA","35.4817982","-80.8589501","37119"
"71543","4567747","HighSchool","2021","83","Garrett Nussmeier","Marcus","LSU","PRO","73","182","4","0.9626","Flower Mound","TX","USA","33.0283854","-97.0867203","48121"
"71539","4432783","HighSchool","2021","84","Bram Walden","Saguaro","Oregon","OT","76","270","4","0.9625","Scottsdale","AZ","USA","33.4942189","-111.9260184","04013"
"71540","4431210","HighSchool","2021","85","Beaux Collins","St. John Bosco","Clemson","WR","74","195","4","0.9625","Bellflower","CA","USA","33.8825705","-118.1167679","06037"
"71541","4432673","HighSchool","2021","86","Reid Carrico","Ironton","Ohio State","ILB","75","225","4","0.9617","Ironton","OH","USA","38.5367471","-82.6829406","39087"
"71542","4431538","HighSchool","2021","87","Giovanni El-Hadi","Adlai Stevenson","Michigan","OT","77","285","4","0.9614","Sterling Heights","MI","USA","42.5803122","-83.0302033","26099"
"71536","4873176","HighSchool","2021","88","Brian Thomas Jr.","Walker","LSU","WR","76","185","4","0.9602","Walker","LA","USA","30.4879678","-90.8614878","27021"
"71552","4431212","HighSchool","2021","89","Junior Colson","Ravenwood","Michigan","OLB","74","228","4","0.9598","Brentwood","TN","USA","36.0325687","-86.7825235","47187"
"71547","4431252","HighSchool","2021","90","Garrett Dellinger","Clarkston","LSU","OT","77","280","4","0.9599","Clarkston","MI","USA","42.735863","-83.4188304","26125"
"71546","4431288","HighSchool","2021","91","Monkell Goodwine","Rock Creek Christian Academy","Alabama","SDE","76","260","4","0.9596","Upper Marlboro","MD","USA","38.8165274","-76.7519753","24033"
"71544","4432698","HighSchool","2021","92","Reuben Fatheree","Foster","Texas A&M","OT","80","305","4","0.9596","Richmond","TX","USA","29.5821811","-95.7607832","48157"
"71545","4590292","HighSchool","2021","93","Thomas Fidone","Lewis Central","Nebraska","TE","77","225","4","0.9595","Council Bluffs","IA","USA","41.2621283","-95.8613912","19155"
"71550","4431582","HighSchool","2021","94","Payton Page","Dudley","Clemson","DT","76","360","4","0.9587","Greensboro","NC","USA","36.0726355","-79.7919754","37081"
"71551","4431286","HighSchool","2021","95","Armoni Goodwin","Hewitt-Trussville","LSU","RB","68","190","4","0.9585","Trussville","AL","USA","33.626629","-86.5549335251678","01073"
"71549","4873113","HighSchool","2021","96","David Daniel","Woodstock","Georgia","ATH","73","180","4","0.9585","Woodstock","GA","USA","34.1014112","-84.5192192","13057"
"71548","4875595","HighSchool","2021","97","Marvin Harrison Jr.","St. Joseph's Prep School","Ohio State","WR","75","190","4","0.9584","Philadelphia","PA","USA","39.9527237","-75.1635262","42101"
"71554","4646773","HighSchool","2021","98","Dylan Fairchild","West Forsyth","Georgia","OG","77","298","4","0.9584","Cumming","GA","USA","34.2073196","-84.1401926","13117"
"71523","4431498","HighSchool","2021","99","Jayden Ballard","Washington","Ohio State","WR","74","175","4","0.9581","Massillon","OH","USA","40.7967244","-81.5215093","39151"
"71553","4889957","HighSchool","2021","100","Tyreak Sapp","St. Thomas Aquinas","Florida","SDE","74","255","4","0.958","Fort Lauderdale","FL","USA","26.1223084","-80.1433786","12011"
"71557","4595343","HighSchool","2021","101","Kendal Daniels","Beggs","Oklahoma State","S","76","190","4","0.9579","Beggs","OK","USA","35.7425976","-96.0702731","40111"
"71555","4431213","HighSchool","2021","102","Deion Colzie","Athens Academy","Notre Dame","WR","76","193","4","0.9571","Athens","GA","USA","33.9597677","-83.376398","13059"
"71556","4612847","HighSchool","2021","103","Raneiria Dillworth","Glenn","North Carolina","OLB","74","193","4","0.9563","Kernersville","NC","USA","36.1198589","-80.0736533","37067"
"71558","4567943","HighSchool","2021","104","Cade Denhoff","Lakeland Christian School","Clemson","SDE","76","235","4","0.9537","Lakeland","FL","USA","28.0394654","-81.9498042","12105"
"71559","4432665","HighSchool","2021","105","Brock Bowers","Napa","Georgia","TE","75","225","4","0.9533","Napa","CA","USA","38.2971367","-122.2855293","06055"
"71567","4875182","HighSchool","2021","106","Corey Collier","Miami Palmetto","Florida","S","74","170","4","0.9525","Miami","FL","USA","25.7742658","-80.1936589","12086"
"71561","4431547","HighSchool","2021","107","Kelvin Gilliam","Highland Springs","Oklahoma","WDE","75","250","4","0.9522","Highland Springs","VA","USA","37.5460121","-77.3278441","51087"
"71566","4432716","HighSchool","2021","108","Branden Jennings","Sandalwood","Maryland","OLB","75","225","4","0.9511","Jacksonville","FL","USA","30.3321838","-81.655651","12031"
"71565","4431463","HighSchool","2021","109","Wyatt Milum","Spring Valley","West Virginia","OT","78","273","4","0.9508","Huntington","WV","USA","38.4192496","-82.445154","54011"
"71564","4875853","HighSchool","2021","110","Cody Jackson","Foster","Oklahoma","WR","72","175","4","0.9507","Richmond","TX","USA","29.5821811","-95.7607832","48157"
"71568","4432767","HighSchool","2021","111","Preston Stone","Parish Episcopal School","SMU","DUAL","74","205","4","0.9503","Dallas","TX","USA","32.7762719","-96.7968559","48113"
"71590","","HighSchool","2021","112","Shadrach Banks","North Shore","Texas A&M","WR","72","220","4","0.9494","Houston","TX","USA","29.7589382","-95.3676974","48201"
"71570","","HighSchool","2021","113","Destyn Hill","Edna Karr","Florida State","WR","72","200","4","0.9483","New Orleans","LA","USA","29.9499323","-90.0701156","22071"
"71571","4431200","HighSchool","2021","114","Keith Brown","Lebanon","Oregon","ILB","73","220","4","0.9488","Lebanon","OR","USA","44.5365467","-122.9068762","41043"
"71572","4432768","HighSchool","2021","115","Lorenzo Styles Jr.","Pickerington Central","Notre Dame","WR","73","185","4","0.9485","Pickerington","OH","USA","39.896277299999994","-82.77319049748806","39045"
"71569","4432674","HighSchool","2021","116","Lovasea Carroll","IMG Academy","Georgia","RB","72","189","4","0.9476","Bradenton","FL","USA","27.4989278","-82.5748194","12081"
"71573","4431533","HighSchool","2021","117","Gabriel Rubio","Lutheran Of St Charles County","Notre Dame","DT","77","305","4","0.9474","Saint Peters","MO","USA","38.791612","-90.5958468","29183"
"71577","4601278","HighSchool","2021","118","Nathaniel Wiggins","Westlake","Clemson","CB","74","170","4","0.9453","Atlanta","GA","USA","33.7490987","-84.3901849","13121"
"75802","4601278","HighSchool","2021","118","Nate Wiggins","Westlake","Clemson","CB","74","170","4","0.9453","Atlanta","GA","USA","33.7490987","-84.3901849","13121"
"71575","4431528","HighSchool","2021","119","Elliot Donald","Central Catholic","Pittsburgh","DT","74","250","4","0.9449","Pittsburgh","PA","USA","40.4416941","-79.9900861","42003"
"71576","4431566","HighSchool","2021","120","Julien Simon","Lincoln","USC","OLB","74","221","4","0.9446","Tacoma","WA","USA","47.2495798","-122.4398746","53053"
"71574","4432676","HighSchool","2021","121","Bryce Carter","Life Christian Academy","Virginia","DT","75","250","4","0.9443","Chester","VA","USA","37.3569086","-77.4421818","51041"
"71578","4432693","HighSchool","2021","122","Avante Dickerson","Westside","Oregon","CB","72","170","4","0.9443","Omaha","NE","USA","41.2587459","-95.9383758","31055"
"71579","4431273","HighSchool","2021","123","Jalil Farooq","Dr. Henry Wise","Oklahoma","WR","73","200","4","0.9442","Upper Marlboro","MD","USA","38.8165274","-76.7519753","24033"
"71581","4431521","HighSchool","2021","124","Ben Christman","Revere","Ohio State","OG","78","299","4","0.944","Richfield","OH","USA","41.2397772","-81.6381785","39153"
"71580","4255325","HighSchool","2021","125","Landon Jackson","Pleasant Grove","LSU","WDE","78","240","4","0.9436","Texarkana","TX","USA","33.44628645","-94.07638067493534","48037"
"71582","4432784","HighSchool","2021","126","Kyron Ware-Hudson","Mater Dei","USC","WR","73","200","4","0.9421","Santa Ana","CA","USA","33.7494951","-117.8732213","06059"
"71584","4431576","HighSchool","2021","127","Marcus Tate","TRU Prep Academy","Clemson","OG","76","318","4","0.9414","Miami Gardens","FL","USA","25.9423108","-80.23976495072381","12086"
"71583","4432695","HighSchool","2021","128","Power Echols","Zebulon B. Vance","North Carolina","ILB","73","206","4","0.9409","Charlotte","NC","USA","35.2272","-80.843083","37119"
"71606","4431393","HighSchool","2021","129","Jonathan Jefferson","Douglas County","Georgia","SDE","76","255","4","0.9409","Douglasville","GA","USA","33.7514966","-84.7477136","13097"
"71587","4875201","HighSchool","2021","130","Aaron Willis","Life Christian Academy","Tennessee","OLB","71","207","4","0.9398","Colonial Heights","VA","USA","37.2555718","-77.4112016","51570"
"71585","4594749","HighSchool","2021","130","Michael Trigg","Carrollwood Day","USC","TE","75","230","4","0.9404","Tampa","FL","USA","27.9477595","-82.458444","12057"
"71586","4568124","HighSchool","2021","131","JP Benzschawel","Grafton","Wisconsin","OT","79","285","4","0.9399","Grafton","WI","USA","43.3197265","-87.9534226","55089"
"71589","4431518","HighSchool","2021","132","Marcus Burris","Pleasant Grove","Texas A&M","SDE","76","280","4","0.9397","Texarkana","TX","USA","33.44628645","-94.07638067493534","48037"
"71600","4431584","HighSchool","2021","133","Jahvaree Ritzie","Glenn","North Carolina","SDE","77","274","4","0.9395","Kernersville","NC","USA","36.1198589","-80.0736533","37067"
"71591","4432759","HighSchool","2021","134","Sawyer Robertson","Coronado","Mississippi State","PRO","75","200","4","0.9392","Lubbock","TX","USA","33.5635206","-101.879336","48303"
"71608","","HighSchool","2021","135","Kadarius Calloway","Philadelphia","Alabama","ATH","72","210","4","0.9394","Philadelphia","MS","USA","32.7703841","-89.1153488","28099"
"71588","4567802","HighSchool","2021","136","Drew Kendall","Noble And Greenough School","Boston College","OG","76","260","4","0.9393","Dedham","MA","USA","42.2489143","-71.1755732","25021"
"75278","4875201","HighSchool","2021","137","Aaron Willis","Life Christian Academy","Tennessee","ILB","71","207","4","0.9393","Colonial Heights","VA","USA","37.2555718","-77.4112016","51570"
"71592","4569661","HighSchool","2021","138","Jager Burton","Frederick Douglass","Kentucky","OG","76","271","4","0.9389","Lexington","KY","USA","38.0464066","-84.4970393","21067"
"71593","4431642","HighSchool","2021","139","Isaiah Johnson","St. Bernard","Arizona State","CB","74","180","4","0.9382","Playa Del Rey","CA","USA","33.9550828","-118.4367496","06037"
"71687","4683815","HighSchool","2021","140","Trevin Wallace","Wayne County","Kentucky","ILB","74","209","4","0.9382","Jesup","GA","USA","31.6074365","-81.8853924","13305"
"71594","4431448","HighSchool","2021","141","Riley Mahlman","Lakeville South","Wisconsin","OT","79","290","4","0.9381","Lakeville","MN","USA","44.650051","-93.2432791","27037"
"71562","","HighSchool","2021","142","Quaydarius Davis","Skyline","Kansas","WR","72","193","4","0.9374","Dallas","TX","USA","32.7762719","-96.7968559","48113"
"71595","4635009","HighSchool","2021","143","J.Michael Sturdivant","Marcus","California","WR","75","185","4","0.937","Flower Mound","TX","USA","33.0283854","-97.0867203","48121"
"71596","4431197","HighSchool","2021","144","Romello Brinson","Northwestern","Miami","WR","74","180","4","0.937","Miami","FL","USA","25.7742658","-80.1936589","12086"
"71610","4682989","HighSchool","2021","145","Prince Kollie","David Crockett","Notre Dame","OLB","73","210","4","0.9367","Jonesborough","TN","USA","36.2944928","-82.4734089","47179"
"71615","4431465","HighSchool","2021","146","Behren Morton","Eastland","Texas Tech","PRO","74","185","4","0.9357","Eastland","TX","USA","32.4006299","-98.8194482","48133"
"71609","4629149","HighSchool","2021","147","Tyrion Ingram-Dawkins","Gaffney","Georgia","DT","77","298","4","0.9357","Gaffney","SC","USA","35.0717945","-81.6498195","45021"
"71597","4875179","HighSchool","2021","148","Carlos Del Rio-Wilson","Cartersville","Florida","PRO","75","215","4","0.9357","Cartersville","GA","USA","34.1650972","-84.7999383","13015"
"71598","4432688","HighSchool","2021","149","David Davidkov","New Trier","Iowa","OT","78","295","4","0.935","Winnetka","IL","USA","42.1080703","-87.7365286","17031"
"71599","4432689","HighSchool","2021","150","Jaylin Davies","Mater Dei","Oregon","CB","73","165","4","0.935","Santa Ana","CA","USA","33.7494951","-117.8732213","06059"
"71637","4433973","HighSchool","2021","151","Seven McGee","East","Oregon","APB","68","185","4","0.935","Rochester","NY","USA","43.157285","-77.615214","36055"
"71602","4431450","HighSchool","2021","152","Kaemen Marley","Eastern Randolph","Tennessee","ATH","74","206","4","0.9337","Ramseur","NC","USA","35.7334711","-79.6525267","37151"
"71605","4432712","HighSchool","2021","153","Wynden Ho'ohuli","Mililani","Nebraska","ILB","75","220","4","0.9337","Mililani","HI","USA","21.4508308","-158.0095783","15003"
"71614","","HighSchool","2021","154","Kaidon Salter","Cedar Hill","Tennessee","DUAL","73","185","4","0.9335","Cedar Hill","TX","USA","32.5888072","-96.9553675","48113"
"71611","","HighSchool","2021","155","TJ Bollers","Clear Creek Amana","Wisconsin","WDE","75","250","4","0.9327","Tiffin","IA","USA","41.7058469","-91.6629498","19103"
"71607","4432731","HighSchool","2021","156","Moliki Matavao","Liberty","Oregon","TE","78","240","4","0.9325","Henderson","NV","USA","36.0301134","-114.9826194","32003"
"71613","","HighSchool","2021","157","JD Coffey","Kennedale","Texas","S","72","180","4","0.932","Kennedale","TX","USA","32.646801","-97.2258465","48439"
"71601","4432724","HighSchool","2021","158","Bryce Langston","Vanguard","LSU","SDE","74","250","4","0.9317","Ocala","FL","USA","29.1871986","-82.1400923","12083"
"71620","4431431","HighSchool","2021","159","Corey Kiner","Roger Bacon","LSU","RB","70","210","4","0.9317","Cincinnati","OH","USA","39.1014537","-84.5124602","39061"
"71612","4431546","HighSchool","2021","160","Ma'a Gaoteote","Bishop Gorman","Michigan State","OLB","74","220","4","0.9316","Las Vegas","NV","USA","36.1672559","-115.1485163","32003"
"71621","","HighSchool","2021","161","Saivion Jones","St. James","LSU","WDE","77","240","4","0.9294","Saint James","LA","USA","29.9828","-90.8309","36103"
